Datetime,Open,High,Low,Close,Volume
2022-04-26 14:00:00,0.84072,0.84198,0.84064,0.84115,2840
2022-04-26 15:00:00,0.84116,0.84236,0.84116,0.84214,3656
2022-04-26 16:00:00,0.84213,0.84258,0.84102,0.84154,3915
2022-04-26 17:00:00,0.84155,0.84411,0.84137,0.84398,5328
2022-04-26 18:00:00,0.844,0.84504,0.84342,0.84495,4170
2022-04-26 19:00:00,0.84494,0.84565,0.84483,0.84519,2557
2022-04-26 20:00:00,0.84518,0.84589,0.84511,0.84567,2048
2022-04-26 21:00:00,0.84567,0.84587,0.84517,0.84568,2368
2022-04-26 22:00:00,0.84568,0.84585,0.84537,0.84548,1764
2022-04-26 23:00:00,0.84549,0.84626,0.84545,0.84582,1500
2022-04-27 00:00:00,0.84533,0.84606,0.84501,0.84594,525
2022-04-27 01:00:00,0.846,0.84673,0.84567,0.84634,1433
2022-04-27 02:00:00,0.84635,0.84639,0.84568,0.84588,1183
2022-04-27 03:00:00,0.84584,0.84619,0.8458,0.84603,1423
2022-04-27 04:00:00,0.84603,0.84612,0.84557,0.84601,1757
2022-04-27 05:00:00,0.84598,0.84644,0.84524,0.84533,1553
2022-04-27 06:00:00,0.84533,0.84604,0.84533,0.84583,1512
2022-04-27 07:00:00,0.84582,0.84625,0.84582,0.84621,1196
2022-04-27 08:00:00,0.84619,0.8463,0.84555,0.8457,1349
2022-04-27 09:00:00,0.84567,0.84586,0.84382,0.84464,3528
2022-04-27 10:00:00,0.84462,0.8457,0.84367,0.84496,4946
2022-04-27 11:00:00,0.84498,0.84508,0.84417,0.8445,3589
2022-04-27 12:00:00,0.84447,0.84462,0.84233,0.84305,3532
2022-04-27 13:00:00,0.84305,0.84388,0.84263,0.84284,3239
2022-04-27 14:00:00,0.84283,0.84342,0.8415,0.8423,3207
2022-04-27 15:00:00,0.84229,0.84259,0.8414,0.8416,4319
2022-04-27 16:00:00,0.8416,0.84175,0.83892,0.83967,4773
2022-04-27 17:00:00,0.83967,0.84174,0.83964,0.84101,5644
2022-04-27 18:00:00,0.84099,0.84222,0.84059,0.84066,4506
2022-04-27 19:00:00,0.84068,0.84092,0.83995,0.84049,2801
2022-04-27 20:00:00,0.8405,0.84174,0.84038,0.84169,2530
